periodo,destino,exportaciones_musd,continente,subregion,pais
2003-02-01,América. América del Sur. Brasil,65.00962328,América,América del Sur,Brasil
2003-03-01,América. América del Sur. Brasil,61.391728812,América,América del Sur,Brasil
2003-04-01,América. América del Sur. Brasil,57.333226579,América,América del Sur,Brasil
2003-05-01,América. América del Sur. Brasil,76.748804214,América,América del Sur,Brasil
2003-06-01,América. América del Sur. Brasil,60.383488916,América,América del Sur,Brasil
2003-07-01,América. América del Sur. Brasil,71.418974532,América,América del Sur,Brasil
2003-08-01,América. América del Sur. Brasil,75.6610437,América,América del Sur,Brasil
2003-09-01,América. América del Sur. Brasil,75.598166968,América,América del Sur,Brasil
2003-10-01,América. América del Sur. Brasil,93.260774608,América,América del Sur,Brasil
2003-11-01,América. América del Sur. Brasil,71.111746285,América,América del Sur,Brasil
2003-12-01,América. América del Sur. Brasil,81.592621491,América,América del Sur,Brasil
2004-01-01,América. América del Sur. Brasil,112.87703536,América,América del Sur,Brasil
2004-02-01,América. América del Sur. Brasil,96.448935835,América,América del Sur,Brasil
2004-03-01,América. América del Sur. Brasil,100.8762502,América,América del Sur,Brasil
2004-04-01,América. América del Sur. Brasil,131.32422782,América,América del Sur,Brasil
2004-05-01,América. América del Sur. Brasil,108.98939411,América,América del Sur,Brasil
2004-06-01,América. América del Sur. Brasil,120.71559409,América,América del Sur,Brasil
2004-07-01,América. América del Sur. Brasil,104.29367156,América,América del Sur,Brasil
2004-08-01,América. América del Sur. Brasil,136.17796189,América,América del Sur,Brasil
2004-09-01,América. América del Sur. Brasil,152.36922914,América,América del Sur,Brasil
2004-10-01,América. América del Sur. Brasil,115.29267454,América,América del Sur,Brasil
2004-11-01,América. América del Sur. Brasil,135.9758886,América,América del Sur,Brasil
2004-12-01,América. América del Sur. Brasil,90.270920117,América,América del Sur,Brasil
2005-01-01,América. América del Sur. Brasil,172.57678104,América,América del Sur,Brasil
2005-02-01,América. América del Sur. Brasil,76.030393196,América,América del Sur,Brasil
2005-03-01,América. América del Sur. Brasil,149.98710569,América,América del Sur,Brasil
2005-04-01,América. América del Sur. Brasil,144.09617302,América,América del Sur,Brasil
2005-05-01,América. América del Sur. Brasil,140.90641447,América,América del Sur,Brasil
2005-06-01,América. América del Sur. Brasil,141.26647116,América,América del Sur,Brasil
2005-07-01,América. América del Sur. Brasil,192.50912981,América,América del Sur,Brasil
2005-08-01,América. América del Sur. Brasil,156.93008547,América,América del Sur,Brasil
2005-09-01,América. América del Sur. Brasil,156.32210988,América,América del Sur,Brasil
2005-10-01,América. América del Sur. Brasil,193.57657967,América,América del Sur,Brasil
2005-11-01,América. América del Sur. Brasil,148.91165587,América,América del Sur,Brasil
2005-12-01,América. América del Sur. Brasil,180.87148177,América,América del Sur,Brasil
2006-01-01,América. América del Sur. Brasil,216.98762046,América,América del Sur,Brasil
2006-02-01,América. América del Sur. Brasil,159.99931674,América,América del Sur,Brasil
2006-03-01,América. América del Sur. Brasil,295.44041391,América,América del Sur,Brasil
2006-04-01,América. América del Sur. Brasil,214.88540684,América,América del Sur,Brasil
2006-05-01,América. América del Sur. Brasil,246.55538581,América,América del Sur,Brasil
2006-06-01,América. América del Sur. Brasil,215.57251476,América,América del Sur,Brasil
2006-07-01,América. América del Sur. Brasil,234.36513358,América,América del Sur,Brasil
2006-08-01,América. América del Sur. Brasil,312.230443,América,América del Sur,Brasil
2006-09-01,América. América del Sur. Brasil,190.88090354,América,América del Sur,Brasil
2006-10-01,América. América del Sur. Brasil,280.40891861,América,América del Sur,Brasil
2006-11-01,América. América del Sur. Brasil,229.66825518,América,América del Sur,Brasil
2006-12-01,América. América del Sur. Brasil,216.77043365,América,América del Sur,Brasil
2007-01-01,América. América del Sur. Brasil,209.82715798,América,América del Sur,Brasil
2007-02-01,América. América del Sur. Brasil,336.16519177,América,América del Sur,Brasil
2007-03-01,América. América del Sur. Brasil,279.1361219,América,América del Sur,Brasil
2007-04-01,América. América del Sur. Brasil,250.61250576,América,América del Sur,Brasil
2007-05-01,América. América del Sur. Brasil,322.08849685,América,América del Sur,Brasil
2007-06-01,América. América del Sur. Brasil,339.09586022,América,América del Sur,Brasil
2007-07-01,América. América del Sur. Brasil,290.30228941,América,América del Sur,Brasil
2007-08-01,América. América del Sur. Brasil,320.52650714,América,América del Sur,Brasil
2007-09-01,América. América del Sur. Brasil,258.39840773,América,América del Sur,Brasil
2007-10-01,América. América del Sur. Brasil,256.33657452,América,América del Sur,Brasil
2007-11-01,América. América del Sur. Brasil,292.94226154,América,América del Sur,Brasil
2007-12-01,América. América del Sur. Brasil,241.47853317,América,América del Sur,Brasil
2008-01-01,América. América del Sur. Brasil,270.38791748,América,América del Sur,Brasil
2008-02-01,América. América del Sur. Brasil,369.82935446,América,América del Sur,Brasil
2008-03-01,América. América del Sur. Brasil,431.54891411,América,América del Sur,Brasil
2008-04-01,América. América del Sur. Brasil,449.13238582,América,América del Sur,Brasil
2008-05-01,América. América del Sur. Brasil,333.24103239,América,América del Sur,Brasil
2008-06-01,América. América del Sur. Brasil,239.50695124,América,América del Sur,Brasil
2008-07-01,América. América del Sur. Brasil,439.43365228,América,América del Sur,Brasil
2008-08-01,América. América del Sur. Brasil,351.06339892,América,América del Sur,Brasil
2008-09-01,América. América del Sur. Brasil,281.31930356,América,América del Sur,Brasil
2008-10-01,América. América del Sur. Brasil,262.49211044,América,América del Sur,Brasil
2008-11-01,América. América del Sur. Brasil,216.08008655,América,América del Sur,Brasil
2008-12-01,América. América del Sur. Brasil,220.84786303,América,América del Sur,Brasil
2009-01-01,América. América del Sur. Brasil,164.32510434,América,América del Sur,Brasil
2009-02-01,América. América del Sur. Brasil,117.25995435,América,América del Sur,Brasil
2009-03-01,América. América del Sur. Brasil,174.67281632,América,América del Sur,Brasil
2009-04-01,América. América del Sur. Brasil,288.05621509,América,América del Sur,Brasil
2009-05-01,América. América del Sur. Brasil,223.23432016,América,América del Sur,Brasil
2009-06-01,América. América del Sur. Brasil,195.51825346,América,América del Sur,Brasil
2009-07-01,América. América del Sur. Brasil,237.75276741,América,América del Sur,Brasil
2009-08-01,América. América del Sur. Brasil,237.44368474,América,América del Sur,Brasil
2009-09-01,América. América del Sur. Brasil,280.94697047,América,América del Sur,Brasil
2009-10-01,América. América del Sur. Brasil,259.90367652,América,América del Sur,Brasil
2009-11-01,América. América del Sur. Brasil,313.41764174,América,América del Sur,Brasil
2009-12-01,América. América del Sur. Brasil,329.1343579,América,América del Sur,Brasil
2010-01-01,América. América del Sur. Brasil,278.2501373,América,América del Sur,Brasil
2010-02-01,América. América del Sur. Brasil,271.46141191,América,América del Sur,Brasil
2010-03-01,América. América del Sur. Brasil,224.93811577,América,América del Sur,Brasil
2010-04-01,América. América del Sur. Brasil,301.79408043,América,América del Sur,Brasil
2010-05-01,América. América del Sur. Brasil,478.47587003,América,América del Sur,Brasil
2010-06-01,América. América del Sur. Brasil,295.62869332,América,América del Sur,Brasil
2010-07-01,América. América del Sur. Brasil,320.72619091,América,América del Sur,Brasil
2010-08-01,América. América del Sur. Brasil,370.83015409,América,América del Sur,Brasil
2010-09-01,América. América del Sur. Brasil,420.2074538,América,América del Sur,Brasil
2010-10-01,América. América del Sur. Brasil,385.6194233,América,América del Sur,Brasil
2010-11-01,América. América del Sur. Brasil,439.42338033,América,América del Sur,Brasil
2010-12-01,América. América del Sur. Brasil,436.46451689,América,América del Sur,Brasil
